XP_054200615.1	2d056031a55985ec49e51f826b424887	1404	Pfam	PF00069	Protein kinase domain	92	354	4.8E-59	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054200615.1	2d056031a55985ec49e51f826b424887	1404	Pfam	PF08912	Rho Binding	978	1046	1.9E-21	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
XP_054200616.1	bf6df8b3f0fef7459f48f2a44acce876	1331	Pfam	PF00069	Protein kinase domain	6	268	4.4E-59	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054200616.1	bf6df8b3f0fef7459f48f2a44acce876	1331	Pfam	PF08912	Rho Binding	892	960	1.8E-21	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
XP_054200616.1	bf6df8b3f0fef7459f48f2a44acce876	1331	Pfam	PF25346	MRCK kinase PH domain	1067	1153	3.7E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054200617.1	cb98740407cd4a57b1213c9dda72a50d	1298	Pfam	PF25346	MRCK kinase PH domain	1034	1120	3.5E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054200617.1	cb98740407cd4a57b1213c9dda72a50d	1298	Pfam	PF00069	Protein kinase domain	9	235	7.1E-49	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054200617.1	cb98740407cd4a57b1213c9dda72a50d	1298	Pfam	PF08912	Rho Binding	859	927	1.8E-21	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
XP_054200618.1	bf6df8b3f0fef7459f48f2a44acce876	1331	Pfam	PF00069	Protein kinase domain	6	268	4.4E-59	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054200618.1	bf6df8b3f0fef7459f48f2a44acce876	1331	Pfam	PF08912	Rho Binding	892	960	1.8E-21	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
XP_054200618.1	bf6df8b3f0fef7459f48f2a44acce876	1331	Pfam	PF25346	MRCK kinase PH domain	1067	1153	3.7E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225299.1	a1166fce82452e4ad883dd49a17bef15	1569	Pfam	PF25346	MRCK kinase PH domain	960	1084	6.6E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225299.1	a1166fce82452e4ad883dd49a17bef15	1569	Pfam	PF00780	CNH domain	1121	1378	6.2E-55	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054225299.1	a1166fce82452e4ad883dd49a17bef15	1569	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.4E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225299.1	a1166fce82452e4ad883dd49a17bef15	1569	Pfam	PF00069	Protein kinase domain	71	337	1.8E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225299.1	a1166fce82452e4ad883dd49a17bef15	1569	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	897	945	7.4E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225299.1	a1166fce82452e4ad883dd49a17bef15	1569	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.02	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225300.1	f52c3dc7f59778359643610fa384b3d9	1568	Pfam	PF00780	CNH domain	1120	1377	6.2E-55	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054225300.1	f52c3dc7f59778359643610fa384b3d9	1568	Pfam	PF00069	Protein kinase domain	71	337	1.8E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225300.1	f52c3dc7f59778359643610fa384b3d9	1568	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.4E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225300.1	f52c3dc7f59778359643610fa384b3d9	1568	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	896	944	7.4E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225300.1	f52c3dc7f59778359643610fa384b3d9	1568	Pfam	PF25346	MRCK kinase PH domain	959	1083	6.6E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225300.1	f52c3dc7f59778359643610fa384b3d9	1568	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.02	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225301.1	34a539948f73b29e41681ab190cc9718	1562	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	890	938	7.4E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225301.1	34a539948f73b29e41681ab190cc9718	1562	Pfam	PF00780	CNH domain	1114	1371	6.2E-55	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054225301.1	34a539948f73b29e41681ab190cc9718	1562	Pfam	PF08826	DMPK coiled coil domain like	737	793	6.4E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225301.1	34a539948f73b29e41681ab190cc9718	1562	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.02	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225301.1	34a539948f73b29e41681ab190cc9718	1562	Pfam	PF00069	Protein kinase domain	71	337	1.8E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225301.1	34a539948f73b29e41681ab190cc9718	1562	Pfam	PF25346	MRCK kinase PH domain	953	1077	6.5E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225302.1	ddf5462f8387b6413db558a9c271a963	1544	Pfam	PF00780	CNH domain	1096	1353	6.1E-55	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054225302.1	ddf5462f8387b6413db558a9c271a963	1544	Pfam	PF08826	DMPK coiled coil domain like	737	793	6.3E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225302.1	ddf5462f8387b6413db558a9c271a963	1544	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	872	920	7.3E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225302.1	ddf5462f8387b6413db558a9c271a963	1544	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.019	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225302.1	ddf5462f8387b6413db558a9c271a963	1544	Pfam	PF25346	MRCK kinase PH domain	935	1059	6.4E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225302.1	ddf5462f8387b6413db558a9c271a963	1544	Pfam	PF00069	Protein kinase domain	71	337	1.8E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225303.1	13ffe1d8942224087fb2a0fb021485b7	1530	Pfam	PF25346	MRCK kinase PH domain	960	1084	6.4E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225303.1	13ffe1d8942224087fb2a0fb021485b7	1530	Pfam	PF00780	CNH domain	1121	1340	1.4E-39	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054225303.1	13ffe1d8942224087fb2a0fb021485b7	1530	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	897	945	7.2E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225303.1	13ffe1d8942224087fb2a0fb021485b7	1530	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.019	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225303.1	13ffe1d8942224087fb2a0fb021485b7	1530	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.2E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225303.1	13ffe1d8942224087fb2a0fb021485b7	1530	Pfam	PF00069	Protein kinase domain	71	337	1.8E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225304.1	3d8556d12a7ec9e4d7387e7d82dd7a30	1512	Pfam	PF00069	Protein kinase domain	71	337	1.7E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225304.1	3d8556d12a7ec9e4d7387e7d82dd7a30	1512	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	879	927	7.1E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225304.1	3d8556d12a7ec9e4d7387e7d82dd7a30	1512	Pfam	PF25346	MRCK kinase PH domain	942	1066	6.3E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225304.1	3d8556d12a7ec9e4d7387e7d82dd7a30	1512	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.019	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225304.1	3d8556d12a7ec9e4d7387e7d82dd7a30	1512	Pfam	PF00780	CNH domain	1103	1322	1.4E-39	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054225304.1	3d8556d12a7ec9e4d7387e7d82dd7a30	1512	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.1E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225305.1	0f74fe08d4259401a141bd450aa7fec0	1505	Pfam	PF08826	DMPK coiled coil domain like	737	793	6.1E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225305.1	0f74fe08d4259401a141bd450aa7fec0	1505	Pfam	PF00069	Protein kinase domain	71	337	1.7E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225305.1	0f74fe08d4259401a141bd450aa7fec0	1505	Pfam	PF00780	CNH domain	1096	1315	1.4E-39	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054225305.1	0f74fe08d4259401a141bd450aa7fec0	1505	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.019	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225305.1	0f74fe08d4259401a141bd450aa7fec0	1505	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	872	920	7.1E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225305.1	0f74fe08d4259401a141bd450aa7fec0	1505	Pfam	PF25346	MRCK kinase PH domain	935	1059	6.2E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225306.1	5b6f61a279715bb01ebeaa9747ff8f43	1495	Pfam	PF00069	Protein kinase domain	71	337	1.7E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225306.1	5b6f61a279715bb01ebeaa9747ff8f43	1495	Pfam	PF25346	MRCK kinase PH domain	960	1084	6.2E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225306.1	5b6f61a279715bb01ebeaa9747ff8f43	1495	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	897	945	7.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225306.1	5b6f61a279715bb01ebeaa9747ff8f43	1495	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.019	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225306.1	5b6f61a279715bb01ebeaa9747ff8f43	1495	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.0E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225306.1	5b6f61a279715bb01ebeaa9747ff8f43	1495	Pfam	PF00780	CNH domain	1121	1340	1.4E-39	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054225307.1	de2032700e4f0add673ab519a7014514	1481	Pfam	PF00069	Protein kinase domain	71	337	1.7E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225307.1	de2032700e4f0add673ab519a7014514	1481	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	897	945	7.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225307.1	de2032700e4f0add673ab519a7014514	1481	Pfam	PF25346	MRCK kinase PH domain	960	1084	6.1E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225307.1	de2032700e4f0add673ab519a7014514	1481	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.0E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225307.1	de2032700e4f0add673ab519a7014514	1481	Pfam	PF00780	CNH domain	1121	1378	5.7E-55	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054225307.1	de2032700e4f0add673ab519a7014514	1481	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.018	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225308.1	793877c5add1059a5f359523e94f9946	1471	Pfam	PF00069	Protein kinase domain	2	239	4.7E-41	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225308.1	793877c5add1059a5f359523e94f9946	1471	Pfam	PF00780	CNH domain	1023	1280	5.6E-55	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054225308.1	793877c5add1059a5f359523e94f9946	1471	Pfam	PF25346	MRCK kinase PH domain	862	986	6.1E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225308.1	793877c5add1059a5f359523e94f9946	1471	Pfam	PF00433	Protein kinase C terminal domain	259	300	0.018	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225308.1	793877c5add1059a5f359523e94f9946	1471	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	799	847	6.9E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225308.1	793877c5add1059a5f359523e94f9946	1471	Pfam	PF08826	DMPK coiled coil domain like	646	702	5.9E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225309.1	8f2bee555596cf7facc0dc436a5afaa3	1139	Pfam	PF00069	Protein kinase domain	71	337	1.1E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225309.1	8f2bee555596cf7facc0dc436a5afaa3	1139	Pfam	PF08826	DMPK coiled coil domain like	744	800	4.4E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225309.1	8f2bee555596cf7facc0dc436a5afaa3	1139	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	897	945	5.1E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225309.1	8f2bee555596cf7facc0dc436a5afaa3	1139	Pfam	PF25346	MRCK kinase PH domain	960	1084	4.3E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225309.1	8f2bee555596cf7facc0dc436a5afaa3	1139	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.014	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225310.1	6974e0ff7379300bc952ba9bfbb7fc2e	1135	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.014	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225310.1	6974e0ff7379300bc952ba9bfbb7fc2e	1135	Pfam	PF00069	Protein kinase domain	71	337	1.1E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054225310.1	6974e0ff7379300bc952ba9bfbb7fc2e	1135	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	897	945	5.1E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225310.1	6974e0ff7379300bc952ba9bfbb7fc2e	1135	Pfam	PF08826	DMPK coiled coil domain like	744	800	4.4E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225310.1	6974e0ff7379300bc952ba9bfbb7fc2e	1135	Pfam	PF25346	MRCK kinase PH domain	960	1084	4.3E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225311.1	cb4522a1325e375d8a8872eb1318ade5	1121	Pfam	PF25346	MRCK kinase PH domain	942	1066	4.2E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_054225311.1	cb4522a1325e375d8a8872eb1318ade5	1121	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	879	927	5.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_054225311.1	cb4522a1325e375d8a8872eb1318ade5	1121	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.013	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054225311.1	cb4522a1325e375d8a8872eb1318ade5	1121	Pfam	PF08826	DMPK coiled coil domain like	744	800	4.3E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_054225311.1	cb4522a1325e375d8a8872eb1318ade5	1121	Pfam	PF00069	Protein kinase domain	71	337	1.1E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226823.1	6f2a2e5736d4988cb329e1d4175f4e2f	2084	Pfam	PF00169	PH domain	1487	1604	7.5E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054226823.1	6f2a2e5736d4988cb329e1d4175f4e2f	2084	Pfam	PF00780	CNH domain	1659	1912	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054226823.1	6f2a2e5736d4988cb329e1d4175f4e2f	2084	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226823.1	6f2a2e5736d4988cb329e1d4175f4e2f	2084	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054226824.1	3a40e391b7563a0e02e4faa51785f340	2083	Pfam	PF00169	PH domain	1487	1604	7.5E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054226824.1	3a40e391b7563a0e02e4faa51785f340	2083	Pfam	PF00780	CNH domain	1659	1912	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054226824.1	3a40e391b7563a0e02e4faa51785f340	2083	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226824.1	3a40e391b7563a0e02e4faa51785f340	2083	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054226825.1	0d416ff9bfeecc3fe622db7d749e3853	2069	Pfam	PF00780	CNH domain	1644	1897	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054226825.1	0d416ff9bfeecc3fe622db7d749e3853	2069	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226825.1	0d416ff9bfeecc3fe622db7d749e3853	2069	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054226825.1	0d416ff9bfeecc3fe622db7d749e3853	2069	Pfam	PF00169	PH domain	1472	1589	7.4E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054226826.1	76ac867785ee817e8a94b83cbd6dd287	2068	Pfam	PF00780	CNH domain	1644	1897	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054226826.1	76ac867785ee817e8a94b83cbd6dd287	2068	Pfam	PF00169	PH domain	1487	1604	7.4E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054226826.1	76ac867785ee817e8a94b83cbd6dd287	2068	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226826.1	76ac867785ee817e8a94b83cbd6dd287	2068	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054226827.1	be6415cccf35f157280bf1f0638fc0d9	2068	Pfam	PF00169	PH domain	1472	1589	7.4E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054226827.1	be6415cccf35f157280bf1f0638fc0d9	2068	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226827.1	be6415cccf35f157280bf1f0638fc0d9	2068	Pfam	PF00780	CNH domain	1644	1897	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054226827.1	be6415cccf35f157280bf1f0638fc0d9	2068	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054226828.1	1424e28c810af8d2074af3ec7550be52	2054	Pfam	PF00780	CNH domain	1629	1882	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054226828.1	1424e28c810af8d2074af3ec7550be52	2054	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054226828.1	1424e28c810af8d2074af3ec7550be52	2054	Pfam	PF00169	PH domain	1472	1589	7.4E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054226828.1	1424e28c810af8d2074af3ec7550be52	2054	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226829.1	03009d18e86821ec95d7044f8ef203e6	2053	Pfam	PF00780	CNH domain	1629	1882	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054226829.1	03009d18e86821ec95d7044f8ef203e6	2053	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054226829.1	03009d18e86821ec95d7044f8ef203e6	2053	Pfam	PF00169	PH domain	1472	1589	7.4E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054226829.1	03009d18e86821ec95d7044f8ef203e6	2053	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226830.1	5fe1a8b7f21c90f57bca0f277b6b2310	2026	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226830.1	5fe1a8b7f21c90f57bca0f277b6b2310	2026	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.18	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054226830.1	5fe1a8b7f21c90f57bca0f277b6b2310	2026	Pfam	PF00780	CNH domain	1602	1855	3.2E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054226830.1	5fe1a8b7f21c90f57bca0f277b6b2310	2026	Pfam	PF00169	PH domain	1445	1562	7.3E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054226831.1	523ba725baac2e0220c5b54f64b87415	2012	Pfam	PF00169	PH domain	1430	1547	7.2E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054226831.1	523ba725baac2e0220c5b54f64b87415	2012	Pfam	PF00780	CNH domain	1587	1840	3.2E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054226831.1	523ba725baac2e0220c5b54f64b87415	2012	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226831.1	523ba725baac2e0220c5b54f64b87415	2012	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.18	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054226832.1	68e44ea3c092ec7c3abe1e9741ebc3aa	2011	Pfam	PF00169	PH domain	1430	1547	7.2E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054226832.1	68e44ea3c092ec7c3abe1e9741ebc3aa	2011	Pfam	PF00780	CNH domain	1587	1840	3.2E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_054226832.1	68e44ea3c092ec7c3abe1e9741ebc3aa	2011	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054226832.1	68e44ea3c092ec7c3abe1e9741ebc3aa	2011	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.18	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054231528.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00169	PH domain	7	106	1.2E-15	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054231528.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00433	Protein kinase C terminal domain	429	474	3.5E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054231528.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00069	Protein kinase domain	151	408	4.7E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_054231529.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00433	Protein kinase C terminal domain	429	474	3.5E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_054231529.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00169	PH domain	7	106	1.2E-15	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_054231529.1	1620296e269940b19bafa78ca71e003a	480	Pfam	PF00069	Protein kinase domain	151	408	4.7E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
