Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
Asptu1	GCA_001890745.1		Aspergillus tubingensis CBS 134.48	767770		CBS 134.48					Annotation submitted by DOE Joint Genome Institute	Scaffold	2016-12-07	LJXU01	33
Wolco1	GCA_000344635.1		Wolfiporia cocos MD-104 SS10	742152		MD-104					Annotation submitted by DOE Joint Genome Institute	Scaffold	2013-03-21	AEHD01	348
P_triticina_1_1_V2	GCA_000151525.2		Puccinia triticina 1-1 BBBD Race 1	630390		1-1 BBBD Race 1					Annotation submitted by Broad Institute	Scaffold	2016-06-06	ADAS02	14818
ASM5110735v1	GCA_051107355.1		Chironomus riparius	315576		Laufer				male	Annotation submitted by The University of Chicago	Scaffold	2025-06-26	JBNMEH01	89
PR-18-108_v1	GCA_046861845.1		Phytophthora ramorum	164328		PR-18-108					Annotation submitted by Oregon State University	Scaffold	2025-01-21	JAZGLQ01	25
PR-15-019_v2	GCA_020800235.2		Phytophthora ramorum	164328		14567					Annotation submitted by USDA ARS	Scaffold	2025-01-21	JAICDX02	21
PR-18-126_v1	GCA_046861995.1		Phytophthora ramorum	164328		PR-18-126					Annotation submitted by Oregon State University	Scaffold	2025-01-21	JAZGLS01	23
PR-18-069_v1	GCA_046862035.1		Phytophthora ramorum	164328		PR-18-069					Annotation submitted by Oregon State University	Scaffold	2025-01-21	JAZGLR01	20
EMB_PsiGuava_1.0	GCA_023344035.1		Psidium guajava	120290			UENFGO8.1-10				Annotation submitted by Brazilian Agricultural Research Corporation	Scaffold	2022-05-12	JAGHRR01	510
ASM1686465v1	GCA_016864655.1		Phytophthora cactorum	29920		P414					Harrison Lab NIAB-EMR Release 1.00	Contig	2021-02-11	NHQK01	194
SNU_Aamp_1	GCA_009805615.1		Amphibalanus amphitrite	1232801					SNU_AA5	hermaphrodite	Annotation submitted by Seoul National University	Scaffold	2019-12-27	VIIS01	2240
A_darlingi_v1	GCA_000211455.3		Anopheles darlingi	43151							Annotation submitted by LNCC	Contig	2013-12-20	ADMH02	2220
ASM1686508v1	GCA_016865085.1		Phytophthora cactorum	29920		17-21					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMU01	4452
Cuscuta	GCA_900332095.2		Cuscuta campestris	132261							Annotation submitted by RWTH Aachen	Scaffold	2020-12-16	OOIL02	6907
ASM1686507v1	GCA_016865075.1		Phytophthora cactorum	29920		11-40					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMT01	4571
ASM1686469v1	GCA_016864695.1		Phytophthora cactorum	29920		15-7					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMG01	5457
ASM1686466v1	GCA_016864665.1		Phytophthora cactorum	29920		15-13					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMF01	5421
ASM1686481v1	GCA_016864815.1		Phytophthora cactorum	29920		P415					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCML01	5695
ASM1686483v1	GCA_016864835.1		Phytophthora cactorum	29920		P416					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMM01	5485
ASM1686475v1	GCA_016864755.1		Phytophthora cactorum	29920		2003-3					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMH01	5467
ASM1686485v1	GCA_016864855.1		Phytophthora cactorum	29920		PC13-15					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMP01	5278
ASM1686471v1	GCA_016864715.1		Phytophthora cactorum	29920		4040					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMK01	5326
ASM1686477v1	GCA_016864775.1		Phytophthora cactorum	29920		P295					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMO01	5088
Pcac_4032	GCA_016864735.1		Phytophthora cactorum	29920		4032					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMI01	6726
ASM1686463v1	GCA_016864635.1		Phytophthora cactorum	29920		12-420					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCME01	5509
ASM1690636v1	GCA_016906365.1		Phytophthora cactorum	29920		R36-14					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-18	RCMQ01	5951
ASM1686479v1	GCA_016864795.1		Phytophthora cactorum	29920		62471					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMN01	6173
ASM1686505v1	GCA_016865055.1		Phytophthora cactorum	29920		P421					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2021-02-11	RCMV01	6581
F_gigantica_1.0.allpaths	GCA_006461475.1		Fasciola gigantica	46835					Uganda_cow_1		Annotation submitted by The Genome Institute	Scaffold	2019-06-25	SUNJ01	16040
NZ3830v1	GCA_018873755.1		Phytophthora cactorum	29920					NZFS 3830		Annotation submitted by University of Exeter	Scaffold	2021-06-14	JAENGZ01	3644
ASM20953v1	GCA_000209535.1		Oikopleura dioica	34765							Annotation submitted by Genoscope - Institut de Genomique - CEA	Scaffold	2010-12-02	CABV01	1260
Pcac_10300_v1	GCA_003287315.1		Phytophthora cactorum	29920		10300					Harrison Lab NIAB-EMR Release 1.01	Scaffold	2018-07-03	MJFZ01	4623
ASM20955v1	GCA_000209555.1		Oikopleura dioica	34765							Annotation submitted by Genoscope - Institut de Genomique - CEA	Scaffold	2010-12-02	CABW01	4196
ASM4323484v1	GCA_043234845.1		Exophiala dermatitidis	5970		EXF-10123					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Scaffold	2024-10-16	JBDUEW01	24
ASM4323479v1	GCA_043234795.1		Exophiala dermatitidis	5970		EXF-13310					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Scaffold	2024-10-16	JBDUEX01	23
ASM2802766v1	GCA_028027665.1		Exophiala dermatitidis	5970		Ex12					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJJCG01	49
ASM4323480v1	GCA_043234805.1		Exophiala dermatitidis	5970		EXF-8193					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Scaffold	2024-10-16	JBDUEU01	25
ASM2802830v1	GCA_028028305.1		Exophiala dermatitidis	5970		Ex9					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGCA01	68
ASM2802813v1	GCA_028028135.1		Exophiala dermatitidis	5970		Ex11					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGBY01	67
ASM2802524v1	GCA_028025245.1		Exophiala dermatitidis	5970		Ex1					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGCI01	69
ASM3002802v1	GCA_030028025.1		Exophiala dermatitidis	5970		Ex8					Annotation submitted by University of California, Riverside	Scaffold	2023-05-17	JAJGCB01	81
ASM2802447v1	GCA_028024475.1		Exophiala dermatitidis	5970		Ex3					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGCG01	64
ASM2802450v1	GCA_028024505.1		Exophiala dermatitidis	5970		Ex2					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGCH01	64
ASM2802833v1	GCA_028028335.1		Exophiala dermatitidis	5970		Ex7					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGCC01	85
ASM2802556v1	GCA_028025565.1		Exophiala dermatitidis	5970		Ex21					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGBV01	61
ASM2802693v1	GCA_028026935.1		Exophiala dermatitidis	5970		Ex17					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJJCD01	156
ASM2802412v1	GCA_028024125.1		Exophiala dermatitidis	5970		Ex5					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGCE01	75
ASM2802824v1	GCA_028028245.1		Exophiala dermatitidis	5970		Ex10					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGBZ01	87
ASM2802761v1	GCA_028027615.1		Exophiala dermatitidis	5970		Ex13					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGBX01	323
ASM2802529v1	GCA_028025295.1		Exophiala dermatitidis	5970		Ex23					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGBU01	87
ASM2802399v1	GCA_028023995.1		Exophiala dermatitidis	5970		Ex6					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGCD01	251
ASM2802600v1	GCA_028026005.1		Exophiala dermatitidis	5970		Ex20					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJJCA01	622
ASM2802743v1	GCA_028027435.1		Exophiala dermatitidis	5970		Ex16					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJJCE01	155
ASM3002806v1	GCA_030028065.1		Exophiala dermatitidis	5970		Ex22					Annotation submitted by University of California, Riverside	Scaffold	2023-05-17	JAJJBZ01	145
ASM2802623v1	GCA_028026235.1		Exophiala dermatitidis	5970		Ex19					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJJCB01	149
ASM2802694v1	GCA_028026945.1		Exophiala dermatitidis	5970		Ex15					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJJCF01	226
ASM2802435v1	GCA_028024355.1		Exophiala dermatitidis	5970		DCF04					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGCF01	44
ASM1992441v1	GCA_019924415.1		Aureobasidium melanogenum	46634		EXF-9262					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXV01	138
ASM1992503v1	GCA_019925035.1		Aureobasidium melanogenum	46634		EXF-3371					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYQ01	115
ASM2802744v1	GCA_028027445.1		Exophiala dermatitidis	5970		Ex14					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJGBW01	96
ASM1992397v1	GCA_019923975.1		Aureobasidium melanogenum	46634		EXF-10726					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFWY01	182
ASM1992442v1	GCA_019924425.1		Aureobasidium melanogenum	46634		EXF-9272					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXT01	483
ASM1992500v1	GCA_019925005.1		Aureobasidium melanogenum	46634		EXF-3378					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYP01	339
ASM1992417v1	GCA_019924175.1		Aureobasidium melanogenum	46634		EXF-9906					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXG01	197
ASM1992505v1	GCA_019925055.1		Aureobasidium melanogenum	46634		EXF-3233					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYR01	366
ASM1992401v1	GCA_019924015.1		Aureobasidium melanogenum	46634		EXF-10372					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFWZ01	410
ASM1992483v1	GCA_019924835.1		Aureobasidium melanogenum	46634		EXF-7946					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYI01	434
ASM5255036v1	GCA_052550365.1		Fusarium odoratissimum	2502994		MC3					Annotation submitted by UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS	Scaffold	2025-09-11	JBJYIQ01	493
ASM1992472v1	GCA_019924725.1		Aureobasidium melanogenum	46634		EXF-8044					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYF01	472
ASM1992471v1	GCA_019924715.1		Aureobasidium melanogenum	46634		EXF-8022					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYG01	282
ASM1992481v1	GCA_019924815.1		Aureobasidium melanogenum	46634		EXF-7932					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYJ01	467
ASM1992482v1	GCA_019924825.1		Aureobasidium melanogenum	46634		EXF-8016					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYH01	480
ASM1992508v1	GCA_019925085.1		Aureobasidium melanogenum	46634		EXF-924					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYT01	447
ASM2802624v1	GCA_028026245.1		Exophiala dermatitidis	5970		Ex18					Annotation submitted by University of California, Riverside	Scaffold	2023-01-26	JAJJCC01	294
ASM33397v2	GCA_000333975.2		Pneumocystis jirovecii	42068		SE8					Annotation submitted by Vital-IT / High Performance Computing Center	Contig	2012-12-19	CAKM01	355
ASM1992499v1	GCA_019924995.1		Aureobasidium melanogenum	46634		EXF-3397					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYO01	2709
ASM1992425v1	GCA_019924255.1		Aureobasidium melanogenum	46634		EXF-9540					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXK01	2899
ASM1992419v1	GCA_019924195.1		Aureobasidium melanogenum	46634		EXF-9911					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXF01	3064
ASM1992489v1	GCA_019924895.1		Aureobasidium melanogenum	46634		EXF-4450					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYM01	3270
Foc4_1.0	GCA_000350365.1		Fusarium odoratissimum	2502994		race 4					Annotation submitted by BGI	Scaffold	2013-04-04	AMGQ01	840
ASM1992487v1	GCA_019924875.1		Aureobasidium melanogenum	46634		EXF-6171					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYK01	10231
ASM1992418v1	GCA_019924185.1		Aureobasidium melanogenum	46634		EXF-9937					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXE01	9850
ASM1992435v1	GCA_019924355.1		Aureobasidium melanogenum	46634		EXF-9484					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXO01	9916
ASM1992453v1	GCA_019924535.1		Aureobasidium melanogenum	46634		EXF-9298					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXS01	10273
ASM1992446v1	GCA_019924465.1		Aureobasidium melanogenum	46634		EXF-9313					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXQ01	10193
ASM1992402v1	GCA_019924025.1		Aureobasidium melanogenum	46634		EXF-11028					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFWX01	10438
ASM1992455v1	GCA_019924555.1		Aureobasidium melanogenum	46634		EXF-9470					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXU01	11706
ASM1992448v1	GCA_019924485.1		Aureobasidium melanogenum	46634		EXF-9304					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXR01	10417
ASM1992577v1	GCA_019925775.1		Aureobasidium melanogenum	46634		EXF-8258					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYE01	14141
ASM1992461v1	GCA_019924615.1		Aureobasidium melanogenum	46634		EXF-8986					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXW01	14770
ASM1992443v1	GCA_019924435.1		Aureobasidium melanogenum	46634		EXF-9454					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXP01	14368
ASM1992427v1	GCA_019924275.1		Aureobasidium melanogenum	46634		EXF-10064					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXJ01	14555
ASM1992473v1	GCA_019924735.1		Aureobasidium melanogenum	46634		EXF-9877					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYD01	15003
ASM1992475v1	GCA_019924755.1		Aureobasidium melanogenum	46634		EXF-8492					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYB01	14762
ASM1992457v1	GCA_019924575.1		Aureobasidium melanogenum	46634		EXF-8702					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXX01	14848
ASM1992490v1	GCA_019924905.1		Aureobasidium melanogenum	46634		EXF-5590					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYL01	14949
ASM1992413v1	GCA_019924135.1		Aureobasidium melanogenum	46634		EXF-10066					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXB01	15950
ASM1992439v1	GCA_019924395.1		Aureobasidium melanogenum	46634		EXF-9887					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXN01	14960
ASM1992465v1	GCA_019924655.1		Aureobasidium melanogenum	46634		EXF-8689					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXZ01	15002
ASM1992415v1	GCA_019924155.1		Aureobasidium melanogenum	46634		EXF-10061					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXD01	14742
ASM1992421v1	GCA_019924215.1		Aureobasidium melanogenum	46634		EXF-10062					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXC01	14707
ASM1992467v1	GCA_019924675.1		Aureobasidium melanogenum	46634		EXF-8695					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXY01	14652
ASM1992469v1	GCA_019924695.1		Aureobasidium melanogenum	46634		EXF-8678					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYA01	14517
ASM1992437v1	GCA_019924375.1		Aureobasidium melanogenum	46634		EXF-9516					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXM01	14359
ASM1992431v1	GCA_019924315.1		Aureobasidium melanogenum	46634		EXF-9875					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXH01	14124
ASM1992411v1	GCA_019924115.1		Aureobasidium melanogenum	46634		EXF-10333					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXA01	14593
ASM1992429v1	GCA_019924295.1		Aureobasidium melanogenum	46634		EXF-11060					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFXI01	14461
ASM1992477v1	GCA_019924775.1		Aureobasidium melanogenum	46634		EXF-11403					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYC01	14004
ASM1992521v1	GCA_019925215.1		Aureobasidium melanogenum	46634		EXF-926					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Contig	2021-09-10	JAHFYS01	16091
ASM1490579v1	GCA_014905795.1		Metschnikowia pulcherrima	27326		KIOM G15050					Annotation submitted by Korea Institute of Oriental Medicine (KIOM)	Contig	2020-10-21	JACBPP01	16
ASM2960638v1	GCA_029606385.1		Metschnikowia pulcherrima	27326		DBT012					Annotation submitted by University of Verona	Scaffold	2023-04-06	JAQFWG01	9053
ASM5485893v1	GCA_054858935.1		Metschnikowia pulcherrima	27326		NRRL Y-7111					Annotation submitted by University of Verona	Contig	2026-01-30	JAQFHD01	5796
ASM5485882v1	GCA_054858825.1		Metschnikowia pulcherrima	27326		NRRL Y-48712					Annotation submitted by University of Verona	Contig	2026-01-30	JAQFHB01	8194
ASM5485887v1	GCA_054858875.1		Metschnikowia pulcherrima	27326		NRRL Y-48695					Annotation submitted by University of Verona	Contig	2026-01-30	JAQFHC01	8924
ASM5485870v1	GCA_054858705.1		Metschnikowia pulcherrima	27326		CBS 10357					Annotation submitted by University of Verona	Contig	2026-01-30	JAQFHA01	8127
ASM1978877v1	GCA_019788775.1		Mortierella alpina	64518		LL118					Annotation submitted by Virginia Tech	Scaffold	2021-08-27	JAIFTL01	2222
UCR_MalpinaNRRL66262_1.0	GCA_015680655.1		Mortierella alpina	64518		NRRL 66262					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-11-24	JAABKD01	1181
UCR_MalpAD071_1.0	GCA_015847185.1		Mortierella alpina	64518		AD071					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-12-08	JAAAHX01	1601
