Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_046255075.1	ASM4625507v1	Leptodophora sp. 'Broadleaf-Isolate-01'	3375984		Broadleaf-Isolate-01					Annotation submitted by Keck Graduate Institute	Contig	2024-12-23	JBGRZW01	21
GCA_038362655.1	ASM3836265v1	Apiospora saccharicola	335842		CBS 33486					Annotation submitted by Aalborg university	Contig	2024-04-22	JAQQWF01	14
GCA_028974015.1	ASM2897401v1	Penicillium cf. griseofulvum	2972120		IBT 16849					Annotation submitted by Aalborg University	Contig	2023-02-23	JAPQKP01	8
GCA_020736525.1	Chame1	Chaetomium sp. MPI-CAGE-AT-0009	2821753		MPI-CAGE-AT-0009					Annotation submitted by DOE Joint Genome Institute	Contig	2021-11-02	JAHBOE01	16
GCA_038364125.1	ASM3836412v1	Apiospora kogelbergensis	1337665		CBS 117206					Annotation submitted by Aalborg university	Contig	2024-04-17	JAQQWP01	12
GCA_028828865.1	ASM2882886v1	Penicillium sp. IBT 16267x	3003415		IBT 16267x					Annotation submitted by Aalborg University	Contig	2023-02-23	JAQJZQ01	12
GCA_028826755.1	ASM2882675v1	Penicillium angulare	116970		IBT 30069					Annotation submitted by Aalborg University	Contig	2023-02-23	JAPQKH01	12
GCA_038364195.1	ASM3836419v1	Apiospora sp. TS-2023a	3021424		CBS 14255					Annotation submitted by Aalborg university	Contig	2024-04-17	JAQQWQ01	15
GCA_028827875.1	ASM2882787v1	Penicillium longicatenatum	1561947		IBT 33191					Annotation submitted by Aalborg University	Contig	2023-02-23	JAQJAI01	9
GCA_020744335.1	Fusco1	Fusarium sp. MPI-SDFR-AT-0072	2826082		MPI-SDFR-AT-0072					Annotation submitted by DOE Joint Genome Institute	Contig	2021-11-05	JAHBOG01	19
GCA_028827535.1	ASM2882753v1	Penicillium sp. DV-2018c	2086405		IBT 19332					Annotation submitted by Aalborg University	Contig	2023-02-23	JAQJAA01	6
GCA_028827425.1	ASM2882742v1	Penicillium sp. DV-2018c	2086405		IBT 6001					Annotation submitted by Aalborg University	Contig	2023-02-23	JAQJAB01	9
GCA_028974045.1	ASM2897404v1	Penicillium cf. viridicatum	2972119		IBT 20477					Annotation submitted by Aalborg University	Contig	2023-02-23	JAPQKQ01	10
GCA_028827865.1	ASM2882786v1	Penicillium frequentans	3151616		IBT 35679					Annotation submitted by Aalborg University	Contig	2023-02-23	JAQIZZ01	11
GCA_022432395.1	Pestal1	Pestalotiopsis sp. NC0098	1907218		NC0098					Annotation submitted by DOE Joint Genome Institute	Contig	2022-03-01	JAJKLJ01	24
GCA_028827885.1	ASM2882788v1	Penicillium sp. IBT 31633x	3003414		IBT 31633x					Annotation submitted by Aalborg University	Contig	2023-02-23	JAPWDP01	9
GCA_017639365.1	ASM1763936v1	Yarrowia sp. E02	2768841		E02					Annotation submitted by Fraunhofer Institute for Molecular Biology and Applied Ecology (IME)	Contig	2021-03-30	JAAQQX01	9
GCA_954870535.1	F40	Fusarium sp. VM40	3049762							Annotation submitted by groningen institute for evolutionary life sciences, university of groningen	Contig	2023-07-15	CATPAH01	19
GCA_028826995.1	ASM2882699v1	Penicillium cf. griseofulvum	2972120		IBT 16848					Annotation submitted by Aalborg University	Contig	2023-02-23	JAPZBX01	10
GCA_028828895.1	ASM2882889v1	Penicillium sp. IBT 35674x	3003416		IBT 35674x					Annotation submitted by Aalborg University	Contig	2023-02-23	JAQKAT01	12
GCA_028826765.1	ASM2882676v1	Penicillium atrosanguineum	1132637		IBT 34669					Annotation submitted by Aalborg University	Contig	2023-02-23	JAPQKK01	10
GCA_017639385.1	ASM1763938v1	Yarrowia sp. C11	2768840		C11					Annotation submitted by Fraunhofer Institute for Molecular Biology and Applied Ecology (IME)	Contig	2021-03-30	JAAQQW01	11
GCA_028827005.1	ASM2882700v1	Penicillium atrosanguineum	1132637		IBT 21472					Annotation submitted by Aalborg University	Contig	2023-02-23	JAPZBO01	10
GCA_902703425.1	Spirodela_intermedia_7747_2	Spirodela intermedia	51605							Annotation submitted by Leibniz Institute of Plant Genetics and Crop Plant Research	Scaffold	2021-09-22	CACRZD03	420
GCA_020726445.1	Chafu1	Chaetomium sp. MPI-SDFR-AT-0129	2823209		MPI-SDFR-AT-0129					Annotation submitted by DOE Joint Genome Institute	Contig	2021-10-29	JAGJXA01	22
GCA_028827235.1	ASM2882723v1	Penicillium cf. griseofulvum	2972120		IBT 17755					Annotation submitted by Aalborg University	Contig	2023-02-23	JAPZBY01	12
GCA_028826785.1	ASM2882678v1	Penicillium atrosanguineum	1132637		IBT 31632					Annotation submitted by Aalborg University	Contig	2023-02-23	JAPQKJ01	16
GCA_038362885.1	ASM3836288v1	Apiospora marii	335849		CBS 20057					Annotation submitted by Aalborg university	Contig	2024-04-22	JAQQWI01	24
GCA_028828935.1	ASM2882893v1	Penicillium sp. IBT 18751x	3003417		IBT 18751x					Annotation submitted by Aalborg University	Contig	2023-02-23	JAQJZS01	15
GCA_017635955.1	ASM1763595v1	Yarrowia sp. B02	2768839		B02					Annotation submitted by Fraunhofer Institute for Molecular Biology and Applied Ecology (IME)	Contig	2021-03-30	JAAQQV01	6
GCA_020800285.1	Sorhu1	Sordaria sp. MPI-SDFR-AT-0083	2830617		MPI-SDFR-AT-0083					Annotation submitted by DOE Joint Genome Institute	Contig	2021-11-08	JAGTJO01	24
GCA_030708095.1	ASM3070809v1	Trichoderma sp. CBMAI-0020	2898082		CBMAI-0020					Annotation submitted by University of Campinas	Contig	2023-08-10	JAJNCI01	14
GCA_024336345.1	MarPMI226	Mariannaea sp. PMI_226	1896173		PMI_226					Annotation submitted by DOE Joint Genome Institute	Contig	2022-07-20	JANFOG01	35
GCA_013368295.1	LU_PSS_1.0	Psilocybe cf. subviscida	2480587		CBS 101986					Annotation submitted by Lund University	Contig	2020-06-23	JAACJJ01	68
GCA_013138035.1	ASM1313803v1	Penicillium sp. str. #12	2720512		#12					Annotation submitted by None	Contig	2020-05-21	JAASRZ01	50
GCA_040206745.1	ASM4020674v1	Trebouxia sp. C0006	2905655		C0006					Annotation submitted by Senckenberg	Contig	2024-06-17	JALJOP01	63
GCA_028828985.1	ASM2882898v1	Penicillium chermesinum	63820		IBT 22717					Annotation submitted by Aalborg University	Contig	2023-02-23	JAQJZV01	17
GCA_947471745.1	Genome assembly Closterium sp. Naga37s-1	Closterium sp. Naga37s-1	2996811		NIES-4550=Naga37s-1					Annotation submitted by tokyo university	Contig	2023-06-17	CANJKZ01	1247
GCA_002276285.1	Lprolificans_pilon	Lomentospora prolificans	41688		JHH-5317					Center for Computational Biology, JHU Release 1.0	Contig	2017-09-15	NLAX01	1624
GCA_020091625.1	ASM2009162v1	Termitomyces sp. 'cryptogamus'	2788930		P5					Annotation submitted by Wageningen University	Scaffold	2021-09-22	JAGYZC01	46
GCA_020726505.1	Lepor2	Leptodontidium sp. MPI-SDFR-AT-0119	2826080		MPI-SDFR-AT-0119					Annotation submitted by DOE Joint Genome Institute	Contig	2021-10-29	JAHLEZ01	70
GCA_009194965.1	Conioc1	Coniochaeta sp. 2T2.1	1571157		2T2.1					Annotation submitted by DOE Joint Genome Institute	Contig	2019-10-15	VSMA01	95
GCA_048932595.1	ASM4893259v1	Sanghuangporus weigelae	1659846		KMRB22010601					Annotation submitted by Seoul National University	Contig	2025-03-25	JBKPUL01	17
GCA_946814055.1	CNIP	Caenorhabditis sp. 36 PRJEB53466	2970133		NKZ392					Annotation submitted by University of Miyazaki	Scaffold	2022-09-15	CAMPFS01	10
GCA_963575595.1	GTX0488_nuclear_assembly	Coccomyxa viridis	1274662							Annotation submitted by The John Innes Centre	Contig	2024-01-29	CAUYUE01	18
GCA_021018615.1	PhlFC14_2	Phlebopus sp. FC_14	2615122		FC_14					Annotation submitted by DOE Joint Genome Institute	Contig	2021-12-01	JAEVFL01	158
GCA_051621175.1	ASM5162117v1	Trebouxia sp. C0006	2905655		C0006					Annotation submitted by Senckenberg Gesellschaft fur Naturforschung	Contig	2025-07-30	DBHNVY01	60
GCA_020746875.1	Rhesp1	Rhexocercosporidium sp. MPI-PUGE-AT-0058	2042821		MPI-PUGE-AT-0058					Annotation submitted by DOE Joint Genome Institute	Contig	2021-11-05	JAGTJL01	63
GCA_022432365.1	HyFL1284_2	Hypoxylon sp. FL1284	2663365		FL1284					Annotation submitted by DOE Joint Genome Institute	Contig	2022-03-01	JAJJXE01	35
GCA_020744155.1	Ilyeu1	Ilyonectria sp. MPI-CAGE-AT-0026	2824670		MPI-CAGE-AT-0026					Annotation submitted by DOE Joint Genome Institute	Contig	2021-11-04	JAGPNQ01	81
GCA_045269315.1	ASM4526931v1	Trebouxia sp. C0010 RCD-2024	3373145					C0010		Annotation submitted by Senckenberg Gesellschaft fur Naturforschung	Contig	2024-11-25	JBJFZB01	78
GCA_024291795.1	Septoria _linicola _SE14017	Septoria linicola	215465		SE14017					Annotation submitted by INRAE	Contig	2022-07-16	JAMGVY01	35
GCA_027946365.1	ASM2794636v1	Kalmusia sp. IMI 367209	2978360		IMI 367209					Annotation submitted by Royal Botanic Gardens, Kew	Contig	2023-01-24	JAPEUQ01	30
GCA_938049765.3	NO1_Genome_3	Parascedosporium putredinis	1442378							Annotation submitted by CNAP	Contig	2023-03-30	CALLCH03	21
GCA_028828335.1	ASM2882833v1	Penicillium malachiteum	1324776		IBT 17514					Annotation submitted by Aalborg University	Contig	2023-02-23	JAQJAN01	24
GCA_045269255.1	ASM4526925v1	Trebouxia sp. C0009 RCD-2024	3373144					C0009		Annotation submitted by Senckenberg Gesellschaft fur Naturforschung	Contig	2024-11-25	JBJFZA01	88
GCA_019650255.1	Vretimale_1.0	Volvox reticuliferus	1737510		NIES-3786				male	Annotation submitted by Laboratory of Origin of Eukaryote Biodiversity, Department of Biological Sciences, Graduate School of Science, University of Tokyo	Contig	2021-03-02	BNCQ01	230
GCA_035926885.1	ASM3592688v1	Lithohypha guttulata	1690604		CCFEE 5907					Annotation submitted by Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	Scaffold	2024-01-22	JAVRRH01	131
GCA_028828565.1	ASM2882856v1	Penicillium verhagenii	1562060		IBT 33313					Annotation submitted by Aalborg University	Contig	2023-02-23	JAQKAN01	27
GCA_027946355.1	ASM2794635v1	Collariella sp. IMI 366227	2978359		IMI 366227					Annotation submitted by Royal Botanic Gardens, Kew	Contig	2023-01-24	JAPEUS01	49
GCA_030708105.1	ASM3070810v1	Trichoderma sp. CBMAI-0711	2898083		CBMAI-0711					Annotation submitted by University of Campinas	Contig	2023-08-10	JAJNCH01	26
GCA_035926905.1	ASM3592690v1	Lithohypha guttulata	1690604		CCFEE 5910					Annotation submitted by Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	Scaffold	2024-01-22	JAVRRJ01	84
GCA_900096595.1	Microbotrium Intermedium Assembly	Microbotryum intermedium	269621							Annotation submitted by ESE	Contig	2017-07-16	FMSP01	24
GCA_047456635.1	ASM4745663v1	Nannochloris sp. 'desiccata'	1650286					UTEX 2526		Annotation submitted by Los Alamos National Laboratory	Contig	2025-02-05	JBKHUN01	18
GCA_019044685.2	LANL_Cdes_v1.1	Nannochloris sp. 'desiccata'	1650286		UTEX 2526					Annotation submitted by Los Alamos National Laboratory	Contig	2021-11-08	JAGTXX02	18
GCA_047456695.1	ASM4745669v1	Nannochloris sp. 'desiccata'	1650286					UTEX 2526		Annotation submitted by Los Alamos National Laboratory	Contig	2025-02-05	JBKHUO01	18
GCA_020747045.1	Phapo1	Phaeosphaeria sp. MPI-PUGE-AT-0046c	2821754		MPI-PUGE-AT-0046c					Annotation submitted by DOE Joint Genome Institute	Contig	2021-11-05	JAGTJN01	26
GCA_040285745.1	ASM4028574v1	Barthelona sp. PCE	2654837		PCE					Annotation submitted by Dalhousie University	Contig	2024-06-24	JAUFOR01	8
GCA_028892595.1	DAL_ANA_SC	Anaeramoeba flamelloides	1746091		Schooner1					Annotation submitted by Dalhousie University	Contig	2023-03-01	JAOAOG01	346
GCA_051620955.1	ASM5162095v1	Trebouxia sp. C0004	2905653		C0004					Annotation submitted by Senckenberg Gesellschaft fur Naturforschung	Contig	2025-07-30	DBHNVX01	169
GCA_047456675.1	ASM4745667v1	Nannochloris sp. 'desiccata'	1650286					UTEX 2437		Annotation submitted by Los Alamos National Laboratory	Contig	2025-02-05	JBKHUL01	23
GCA_047456655.1	ASM4745665v1	Nannochloris sp. 'desiccata'	1650286					UTEX 2437		Annotation submitted by Los Alamos National Laboratory	Contig	2025-02-05	JBKHUM01	21
GCA_964200375.2	PHAEEsp6S_V1.2	Ectocarpus sp. 6 AP-2014	1535362		EcLAC-371					Annotation submitted by Genoscope	Contig	2025-03-21	CAXNAH02	436
GCA_039096225.1	ASM3909622v1	Blastocystis sp. Blastoise	3128533					Blastoise		Annotation submitted by Gladstone Institutes	Contig	2024-05-02	JBBPEB01	34
GCA_019202925.1	LANL_v2	Nannochloris sp. 'desiccata'	1650286		UTEX 2437					Annotation submitted by Los Alamos National Laboratory	Contig	2021-07-13	JAHPZM01	29
GCA_027946495.1	ASM2794649v1	Didymella sp. IMI 355093	2978356		IMI 355093					Annotation submitted by Royal Botanic Gardens, Kew	Contig	2023-01-24	JAPEUZ01	27
GCA_035926935.1	ASM3592693v1	Lithohypha guttulata	1690604		CCFEE 5928					Annotation submitted by Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	Scaffold	2024-01-22	JAVRRK01	185
GCA_025209345.1	ASM2520934v1	Picochlorum sp. BPE23	2696299		BPE23					Annotation submitted by Wageningen University	Contig	2022-09-15	JANSVD01	14
GCA_023758125.1	ASM2375812v1	Alternaria sp. Ai002NY15	2817039		Ai002NY15					Annotation submitted by Cornell University	Scaffold	2022-06-17	JAFVLO01	174
GCA_024663435.1	Pismi_AB1_1	Pisolithus sp. B1	2614595		B1					Annotation submitted by DOE Joint Genome Institute	Contig	2022-08-12	JANFAA01	333
GCA_002946425.1	ASM294642v1	Rutstroemia sp. NJR-2017a BBW	2070414		NJR-2017a BBW					Annotation submitted by Brigham Young University	Contig	2018-02-26	NJPT01	98
GCA_050947985.1	Trsp14807	Trichoderma sp. SZMC 28012	2818457		SZMC 28012					Annotation submitted by DOE Joint Genome Institute	Scaffold	2025-06-17	JBPAYN01	164
GCA_948144175.1	Genome assembly Closterium sp. NIES-65	Closterium sp. NIES-65	3014309		NIES-65					Annotation submitted by tokyo university	Scaffold	2023-06-17	CANXME01	2698
GCA_050948045.1	Trich5757_1	Trichoderma sp. SZMC 28015	2818454		SZMC 28015					Annotation submitted by DOE Joint Genome Institute	Scaffold	2025-06-17	JBPAYP01	209
GCA_022225985.2	ASM2222598v2	Paraconiothyrium brasiliense	300254		M42-189					Annotation submitted by Agriculture and Agri-Food Canada	Scaffold	2024-08-22	JAKJXO02	86
GCA_021399455.1	FlaPMI526_1	Flagelloscypha sp. PMI_526	1485228		PMI_526					Annotation submitted by DOE Joint Genome Institute	Contig	2022-01-10	JAJTUO01	397
GCA_025209375.1	ASM2520937v1	Picochlorum sp. BPE23	2696299		BPE23					Annotation submitted by Wageningen University	Contig	2022-09-14	JANSVE01	12
GCA_051400955.1	SU_Ec_1.0	Epithemia sp. SFrail-2023a	3042617					GazosCreekCA		Annotation submitted by Stanford University	Contig	2025-07-18	JBGMNV01	639
GCA_022593225.1	XyFL0064_1	Xylaria sp. FL0064	2663374		FL0064					Annotation submitted by DOE Joint Genome Institute	Contig	2022-03-16	JAJKLE01	79
GCA_038497775.1	Dipuni1	Dipodascopsis uninucleata	27313		Phaff 50-6					Annotation submitted by DOE Joint Genome Institute	Scaffold	2024-04-24	JBBIXA01	37
GCA_023758145.1	ASM2375814v1	Alternaria sp. BMP 2799	2817041		BMP 2799					Annotation submitted by Cornell University	Scaffold	2022-06-17	JAFVLP01	225
GCA_900242695.1	Ustilago hordeaceus version 1	Ustilago sp. UG-2017b	2043611		Uhc1					Annotation submitted by Technische Universitat Munchen - WZW	Contig	2021-09-24	OHJM01	45
GCA_021235465.1	Umbelo1	Umbelopsis sp. PMI_123	1896174		PMI_123					Annotation submitted by DOE Joint Genome Institute	Contig	2021-12-20	JAJSME01	38
GCA_022627095.1	ASM2262709v1	Fusarium sp. FIESC RH6	2874508		FIESC RH6					Annotation submitted by Royal Botanic Gardens, Kew	Scaffold	2022-03-18	JAJALC01	2378
GCA_023758005.1	ASM2375800v1	Alternaria sp. BMP 0032	2817042		BMP 0032					Annotation submitted by Cornell University	Scaffold	2022-06-17	JAFVMD01	196
GCA_002946415.1	ASM294641v1	Rutstroemia sp. NJR-2017a BVV2	2070413		NJR-2017a BVV2					Annotation submitted by Brigham Young University	Contig	2018-02-26	NJPS01	79
GCA_036320695.1	ASM3632069v1	Elasticomyces elasticus	574655		CCFEE 5810					Annotation submitted by Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	Scaffold	2024-01-31	JAVRQU01	64
GCA_036320675.1	ASM3632067v1	Elasticomyces elasticus	574655		CCFEE 5966					Annotation submitted by Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	Scaffold	2024-01-31	JAVRQV01	241
GCA_947470075.1	Genome assembly Closterium sp. Yama58-4	Closterium sp. Yama58-4	2996821		NIES-4552=Yama58-4					Annotation submitted by tokyo university	Contig	2023-06-17	CANIUD01	979
GCA_900100905.1	MvSof1	Microbotryum saponariae	289078							Annotation submitted by ESE	Contig	2018-06-18	FMWP01	159
GCA_900120095.1	MsdSdi1	Microbotryum silenes-dioicae	796604							Annotation submitted by ESE	Contig	2018-06-18	FQNC01	143
GCA_039096195.1	ASM3909619v1	Blastocystis sp. BT1	3128534					BT1		Annotation submitted by Gladstone Institutes	Scaffold	2024-05-02	JBBPEC01	33
GCA_022578575.1	HyFL0543_1	Hypoxylon sp. FL0543	2614586		FL0543					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-02-28	JAJKKS01	62
GCA_036320685.1	ASM3632068v1	Elasticomyces elasticus	574655		CCFEE 5506					Annotation submitted by Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	Scaffold	2024-01-31	JAVRQO01	399
GCA_040206735.1	ASM4020673v1	Trebouxia sp. C0004	2905653		C0004					Annotation submitted by Senckenberg	Scaffold	2024-06-17	JALJON01	183
GCA_025330735.1	MorGBAus27b_1	Mortierella sp. GBAus27b	1954212		GBAus27b					Annotation submitted by DOE Joint Genome Institute	Contig	2022-09-20	JALLLQ01	140
GCA_965603825.1	Bstoltei_ATCC30299_MAC_1.00	Blepharisma stoltei	1481888		ATCC 30299					Annotation submitted by MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	Contig	2025-07-07	CBFDEM01	64
GCA_025266875.1	Fenlin1	Fennellomyces sp. T-0311	1329386		T-0311					Annotation submitted by DOE Joint Genome Institute	Contig	2022-09-19	JALLLT01	236
GCA_964291815.1	UMBE_WA70503	Umbelopsis sp. WA50703	3097288							Annotation submitted by Institute of Evolutionary Biology, Faculty of Biology, University of Warsaw	Contig	2024-10-29	CAXYTU01	234
GCA_023701735.1	ASM2370173v1	Pestalotiopsis sp. 9143b	2839952		9143b					Annotation submitted by University of Arizona	Scaffold	2022-06-10	JAHZSN01	102
GCA_022497025.1	HyFL0890_1	Hypoxylon sp. FL0890	2614585		FL0890					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-02-28	JAJKKD01	83
GCA_003676015.1	ASM367601v1	Meyerozyma sp. JA9	2028340		JA9					Annotation submitted by Embrapa Agroenergia	Scaffold	2018-10-23	NSDU01	25
GCA_021432605.1	ConPMI546	Coniochaeta sp. PMI_546	1450552		PMI_546					Annotation submitted by DOE Joint Genome Institute	Scaffold	2021-12-27	JAJTDA01	37
GCA_022627115.1	ASM2262711v1	Fusarium annulatum	48484		FFSC RH5					Annotation submitted by Royal Botanic Gardens, Kew	Scaffold	2022-03-18	JAJATS01	1743
GCA_050613775.1	Neocon1	Neocallimastix sp. 'constans'	3108450		G3					Annotation submitted by DOE Joint Genome Institute	Contig	2025-05-29	JBODTK01	558
GCA_900242705.1	Ustilago diandrus version 1	Ustilago sp. UG-2017a	2043610		Udi2					Annotation submitted by Technische Universitat Munchen - WZW	Contig	2021-09-24	OEYX01	141
GCA_027945235.1	F_irr_CF00137	Fusarium irregulare	2494466		CF00137					Annotation submitted by University of California, Riverside	Scaffold	2023-01-24	JAOQBA01	41
GCA_040206755.1	ASM4020675v1	Trebouxia sp. C0005	2905654		C0005					Annotation submitted by Senckenberg	Scaffold	2024-06-17	JALJOO01	196
GCA_035135035.1	ASM3513503v1	Recurvomyces mirabilis	574656		CCFEE 5536					Annotation submitted by Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	Scaffold	2024-01-05	JAVFHR01	698
GCA_022432515.1	HyNC0597_1	Hypoxylon sp. NC0597	2614607		NC0597					Annotation submitted by DOE Joint Genome Institute	Contig	2022-03-01	JAJKLA01	97
GCA_022984935.1	HyNC1633_2	Hypoxylon sp. NC1633	2663366		NC1633					Annotation submitted by DOE Joint Genome Institute	Contig	2022-04-14	JAJLYQ01	139
GCA_025677805.1	Umbsp_AD052_1	Umbelopsis sp. AD052	1883073		AD052					Annotation submitted by DOE Joint Genome Institute	Contig	2022-10-13	JAIXMS01	67
